file,ground_truth,removed_line
1844-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1844-SD_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1871-1_missing_Capacitor.net,Capacitor,C2 N003 0 6800p
1871-7_missing_VoltageSource.net,VoltageSource,V1 IN 0 8
1871_missing_Inductor.net,Inductor,L1 IN N002 1µ
1872_missing_Resistor.net,Resistor,R4 N002 0 10K
1872B_missing_MOSFET.net,MOSFET,M§Q1 N004 N006 0 0 FDS6680A
1873_missing_Inductor.net,Inductor,L1 N006 OUT2 1µ
1874_missing_Inductor.net,Inductor,L1 N001 N004 4.7µ
1875_missing_Resistor.net,Resistor,Rload OUT 0 3
1877_missing_Capacitor.net,Capacitor,C1 N003 0 220p
1878_missing_Capacitor.net,Capacitor,C1 N003 0 220p
1879_missing_Capacitor.net,Capacitor,C4 N003 0 .002µ
1880_missing_Resistor.net,Resistor,R1 N003 N002 100K
1881_missing_Resistor.net,Resistor,R1 N002 N001 1K
1882_missing_VoltageSource.net,VoltageSource,V2 -V 0 -10
1884_missing_Subcircuit.net,Subcircuit,XU2 N006 N003 +V -V OUT LT1884
1885_missing_Resistor.net,Resistor,R7 N005 N007 100
1886_missing_Resistor.net,Resistor,R1 N010 N009 909
1910_missing_Resistor.net,Resistor,R3 N008 0 5K
1911-1.5_missing_Capacitor.net,Capacitor,C2 N002 N003 1µ
1911-1.8_missing_Capacitor.net,Capacitor,C4 0 N001 .01µ
1912_missing_Capacitor.net,Capacitor,C1 OUT 0 47µ
1913_missing_Resistor.net,Resistor,R4 N005 0 63.4K
1920_missing_Subcircuit.net,Subcircuit,XU1 N001 N003 0 -V 0 OUT +V N002 LT1920
1922-1_missing_Resistor.net,Resistor,R1 N014 0 10K
1922-1full_missing_Inductor.net,Inductor,L6 N010 N001 1m
1928-5_missing_Subcircuit.net,Subcircuit,XU1 IN 0 OUT N001 N002 N003 LTC1928-5
1929-PG_missing_Subcircuit.net,Subcircuit,XU1 N011 N007 OUT N018 N009 N008 MP_01 N013 0 N019 0 OUT OUT N017 N003 N014 N016 N015 N020 0 N001 N002 N010 IN N005 N006 N004 LTC1929-PG
1929_missing_Resistor.net,Resistor,R2 N017 0 16K
1930_missing_Resistor.net,Resistor,Rload OUT 0 50
1930A_missing_Resistor.net,Resistor,Rload OUT 0 50
1931_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N003 IN IN LT1931
1931A_missing_Resistor.net,Resistor,R1 N003 0 10.0K
1932_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N004 N003 IN IN LT1932
1933_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N004 N003 IN N002 LT1933
1934-1_missing_Resistor.net,Resistor,R1 OUT N004 16.5K
1934_missing_Diode.net,Diode,D2 OUT N001 BAT54
1935_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.3
1936_missing_Resistor.net,Resistor,Rload OUT 0 2.75
1937_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N003 IN IN LT1937
1938_missing_Subcircuit.net,Subcircuit,XU1 OUT N006 N004 IN N001 N007 OUT N008 N003 N005 0 LT3684
1939_missing_Resistor.net,Resistor,R7 N007 0 40.2K
1940_missing_Resistor.net,Resistor,R8 N009 OUT2 10K
1941_missing_Inductor.net,Inductor,L3 IN N013 10µ
1943_missing_Resistor.net,Resistor,R2 N008 0 10K
1944-1_missing_Resistor.net,Resistor,Rload1 OUT1 0 6K
1944_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.5
1945_missing_Subcircuit.net,Subcircuit,XU1 N004 IN 0 IN N005 N003 0 IN 0 N002 LT1945
1946_missing_Diode.net,Diode,D1 N001 OUT MBRS340
1946A_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.3
1947_missing_Resistor.net,Resistor,Rload2 -8 0 800
1949-1_missing_Inductor.net,Inductor,L1 IN N001 10µ
1949_missing_Capacitor.net,Capacitor,C2 OUT 0 10µ
1950_missing_Inductor.net,Inductor,L1 N001 N007 100µ Rpar=10K
1952-1_missing_Resistor.net,Resistor,R4 N007 N006 52.3K
1952_missing_Capacitor.net,Capacitor,C1 N014 N012 .002µ
1956-5_missing_Capacitor.net,Capacitor,C2 N002 N001 .33µ
1956_missing_Resistor.net,Resistor,R2 N005 0 4.99K
1959_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1961_missing_VoltageSource.net,VoltageSource,V1 IN 0 5
1962-1.5_missing_Subcircuit.net,Subcircuit,XU1 OUT OUT N001 0 IN MP_01 MP_02 IN LT1962-1.5
1962-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
1962-2.5_missing_Resistor.net,Resistor,Rload OUT 0 1K
1962-3.3_missing_Subcircuit.net,Subcircuit,XU1 OUT OUT N001 0 IN MP_01 MP_02 IN LT1962-3.3
1962-3_missing_Subcircuit.net,Subcircuit,XU1 OUT OUT N001 0 IN MP_01 MP_02 IN LT1962-3
1962-5_missing_Resistor.net,Resistor,Rload OUT 0 1K
1962_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
1963-1.5_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1963-1.5
1963-1.8_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ Rser=50m
1963-2.5_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ Rser=50m
1963-3.3_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1963-3.3
1963_missing_Resistor.net,Resistor,Rload OUT 0 10
1963A-1.5_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1963-1.5
1963A-1.8_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
1963A-2.5_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
1963A-3.3_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1963-3.3
1963A_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1963
1964-5_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
1964-BYP_missing_Resistor.net,Resistor,Rload OUT 0 1K
1964-SD_missing_Subcircuit.net,Subcircuit,XU1 0 IN IN OUT OUT LT1964-SD
1965-1.5_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
1965-1.8_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1965-x.x R=5.8K
1965-2.5_missing_Resistor.net,Resistor,Rload OUT 0 2.5
1965-3.3_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT OUT LT1965-x.x R=20.52K
1965_missing_Subcircuit.net,Subcircuit,XU1 IN IN 0 OUT N001 LT1965
1965B_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
1966_missing_VoltageSource.net,VoltageSource,V2 -V 0 -5
1967_missing_CurrentSource.net,CurrentSource,I1 0 IN SINE(0 {Vrms/100*sqrt(2)} 10K)
1968_missing_Resistor.net,Resistor,R3 IN 0 100
1970_missing_Diode.net,Diode,D1 N002 N003 QTLP690C
1976_missing_Capacitor.net,Capacitor,C1 N006 N005 .01µ
1976B_missing_Capacitor.net,Capacitor,C3 OUT 0 100µ Rser=100m
1977_missing_Capacitor.net,Capacitor,C5 OUT N004 .1µ
1981_missing_VoltageSource.net,VoltageSource,V2 N003 0 PULSE(0 3 0 100n 100n 2.5m 5m)
1982_missing_VoltageSource.net,VoltageSource,V1 N002 0 3.3
1983-3_missing_Resistor.net,Resistor,Rload OUT 0 50
1983-5_missing_Resistor.net,Resistor,Rload OUT 0 100
1986_missing_Capacitor.net,Capacitor,C2 OUT 0 2.2µ
1990_missing_VoltageSource.net,VoltageSource,V1 +V 0 5
1991_missing_VoltageSource.net,VoltageSource,V4 N001 0 SINE(0 .1 100)
1992-1_missing_Subcircuit.net,Subcircuit,XU1 N001 N003 +V N002 N004 -V N003 N005 LTC1992-1
1992-10_missing_Capacitor.net,Capacitor,C1 N002 0 10p
1992-2_missing_VoltageSource.net,VoltageSource,V3 N001 N005 SINE(0 0.5 10K)
1992-5_missing_Capacitor.net,Capacitor,C1 N002 0 10p
1992_missing_Resistor.net,Resistor,R4 N005 N006 30K
1993-10_missing_Capacitor.net,Capacitor,C2 N008 0 .1µ
1993-2_missing_Subcircuit.net,Subcircuit,XU1 N001 N005 N001 0 N003 N004 N006 N008 0 N001 0 0 N002 N002 N007 N007 LT1993-2
1993-4_missing_Capacitor.net,Capacitor,C2 N008 0 .1µ
1994_missing_VoltageSource.net,VoltageSource,V2 -V 0 -5
1995_missing_VoltageSource.net,VoltageSource,V1 +V 0 +15
1996_missing_Subcircuit.net,Subcircuit,XU1 NC_01 NC_02 N001 -V 0 OUT +V 0 NC_03 NC_04 LT1996
1997-1_missing_Subcircuit.net,Subcircuit,XU1 N003 MP_01 NC_02 MP_03 NC_04 0 0 V- OUT NC_05 V+ NC_06 MP_07 NC_08 MP_09 N001 LT1997-1
1997-2_missing_Subcircuit.net,Subcircuit,XU1 LINE MP_01 0 MP_02 0 0 0 -V OUT NC_03 +V OUT MP_04 OUT MP_05 0 LT1997-2
1997-3_missing_Resistor.net,Resistor,RL N001 0 10
1999-10_missing_VoltageSource.net,VoltageSource,V1 N002 N004 sine(0 .1 5K)
1999-20_missing_VoltageSource.net,VoltageSource,V2 N004 0 sine(5 1 1K)
1999-50_missing_Subcircuit.net,Subcircuit,XU1 N001 N002 N004 MP_01 0 N005 OUT N003 LT1999-x Gain=50
2050_missing_Resistor.net,Resistor,R1 N002 N001 10K
2050HV_missing_Resistor.net,Resistor,R2 N001 0 10K
2051_missing_VoltageSource.net,VoltageSource,V2 -V 0 -2.5
2052_missing_Resistor.net,Resistor,R2 N001 0 10K
2053_missing_Resistor.net,Resistor,R2 N004 0 1K
2054_missing_Resistor.net,Resistor,R1 N002 N001 10K
2055_missing_Subcircuit.net,Subcircuit,XU1 N003 N001 N002 +V -V LTC2054
2057_missing_Resistor.net,Resistor,R3 N007 N006 11.5K
2058_missing_Resistor.net,Resistor,R5 OUT N001 1K
2063_missing_Resistor.net,Resistor,R3 N003 N002 100K
2064_missing_Resistor.net,Resistor,R3 N003 N002 100K
2066_missing_Resistor.net,Resistor,R5 N002 N003 {5/Iload}
2067_missing_Resistor.net,Resistor,R5 N002 N003 {5/Iload}
2078_missing_Capacitor.net,Capacitor,C5 N002 N005 .02µ
2078A_missing_Capacitor.net,Capacitor,C1 N002 N001 100p
2079_missing_Capacitor.net,Capacitor,C5 N002 N005 .02µ
2079A_missing_Capacitor.net,Capacitor,C3 N004 N007 1000p
2178_missing_Resistor.net,Resistor,R6 OUT N010 121K
2178A_missing_Capacitor.net,Capacitor,C5 N009 0 1µ
2179_missing_Capacitor.net,Capacitor,C1 N002 N001 1000p
2179A_missing_Capacitor.net,Capacitor,C2 N004 N003 1000p
2311-12_missing_Subcircuit.net,Subcircuit,XU1 N001 N003 N005 N006 N004 N007 N008 OUT MP_01 N002 0 LTC2311-12
2311-14_missing_Capacitor.net,Capacitor,C1 OUT 0 10p
2311-16_missing_Capacitor.net,Capacitor,C3 N006 0 10µ ic=1.25
2323-12_missing_Subcircuit.net,Subcircuit,XU1 N001 N003 N005 NC_01 N004 N006 N007 OUT1 NC_02 N002 0 LTC2323-12
2323-14_missing_VoltageSource.net,VoltageSource,Va- N005 0 PWL(0 4.096 400u 0)
2323-16_missing_VoltageSource.net,VoltageSource,Vsclk2 sclk2 0 PULSE(0 1.81 11.875n .1n .1n 66.5n 199.5n)
2325-12_missing_Subcircuit.net,Subcircuit,XU1 N001 N003 N005 N006 N004 N007 N008 OUT1 NC_01 N002 0 MP_02 N009 LTC2325-12
2325-14_missing_Capacitor.net,Capacitor,C2 N004 0 10µ ic=4.096 Rser=10m
2641-12_missing_VoltageSource.net,VoltageSource,V2 N002 0 5
2641-14_missing_VoltageSource.net,VoltageSource,V1 N005 0 PULSE(0 3.3 0 0.1n 0.1n 19.8n 40n)
2641-16_missing_VoltageSource.net,VoltageSource,V6 N006 0 PWL(0 3.3 2u 3.3 +2n 0 +30n 0 +2n 3.3)
2641A-16_missing_VoltageSource.net,VoltageSource,V6 N006 0 PWL(0 3.3 2u 3.3 +2n 0 +30n 0 +2n 3.3)
2642-12_missing_VoltageSource.net,VoltageSource,V5 N003 0 2.5
2642-14_missing_Subcircuit.net,Subcircuit,XU2 N007 N005 OUT +V -V LT1678
2642-16_missing_VoltageSource.net,VoltageSource,V5 N003 0 2.5
27C_missing_VoltageSource.net,VoltageSource,V2 -V 0 -15
2862-1_missing_Subcircuit.net,Subcircuit,XU1 N006 N008 N008 N012 MP_01 0 MP_02 MP_03 MP_04 N010 N003 N001 LTC2862-1
2862-2_missing_Subcircuit.net,Subcircuit,XU2 N007 N009 N009 N014 MP_05 COM MP_06 MP_07 MP_08 N011 N005 N002 LTC2862-2
2863-1_missing_Capacitor.net,Capacitor,C4 N012 N013 100p
2863-2_missing_Inductor.net,Inductor,L8 N007 N006 50n Rser=10
2864-1_missing_Inductor.net,Inductor,L3 N019 N017 50n Rser=10
2864-2_missing_VoltageSource.net,VoltageSource,V3 N015 0 PULSE(0 3.3 1u 4n 4n 2.5u 5u 10)
2865_missing_Subcircuit.net,Subcircuit,XU2 N016 N018 N018 N020 N009 COM N009 N007 N003 N013 N014 N009 LTC2865
2875_missing_Capacitor.net,Capacitor,C1 CANH CANL 100p
2900-1_missing_VoltageSource.net,VoltageSource,V3 N003 0 PWL(1 12 8 12 9 10 10 10 11 12)
2900-2_missing_Resistor.net,Resistor,R3 N003 N006 2150K
2902-1_missing_VoltageSource.net,VoltageSource,V3 N003 0 PWL(9 1.8 10 1.5 11 1.5 12 1.8)
2902-2_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(1 5.0 2 4.1 3 4.1 4 5.0)
2903-A1_missing_VoltageSource.net,VoltageSource,V2 N001 0 PULSE(0 3.3 0 3.3)
2903-B1_missing_VoltageSource.net,VoltageSource,V2 N004 0 PULSE(0 3.3 0 3.3)
2903-C1_missing_VoltageSource.net,VoltageSource,V1 N001 0 PULSE(0 5 0 5)
2903-D1_missing_VoltageSource.net,VoltageSource,V2 N005 0 PULSE(0 2.5 0 2.5)
2903-E1_missing_VoltageSource.net,VoltageSource,V2 N005 0 PULSE(0 2.5 0 2.5)
2904_missing_VoltageSource.net,VoltageSource,V2 N001 0 PWL(0 0 1m 3.3)
2905_missing_VoltageSource.net,VoltageSource,V3 N005 0 5
2906_missing_Capacitor.net,Capacitor,C2 N003 0 .1µ
2907_missing_VoltageSource.net,VoltageSource,V3 N006 0 5
2908-A1_missing_VoltageSource.net,VoltageSource,V2 N002 0 PWL(0 0 1m 12)
2908-B1_missing_Resistor.net,Resistor,R4 N001 N006 124K
2908-C1_missing_Subcircuit.net,Subcircuit,XU1 0 N007 N005 N001 N002 N004 N006 N003 LTC2908-C1 LTC2908-C1
2909-25_missing_Subcircuit.net,Subcircuit,XU1 0 N003 N005 N007 N008 N006 N004 N002 LTC2909-25
2909-33_missing_VoltageSource.net,VoltageSource,"V1 N004 0 PWL (0,0 10m,12)"
2909-50_missing_Resistor.net,Resistor,R2 N007 N005 1.1K
2910_missing_Resistor.net,Resistor,R8 0 N001 11K
2912-1_missing_VoltageSource.net,VoltageSource,V2 N001 0 PWL(0 0 5 5 6 5 7 6 8 6 10 4 11 4 12 5 13 5 14 6 15 6 17 4 18 4 19 5 20 5 25 0)
2912-2_missing_Resistor.net,Resistor,R5 N002 N006 10K
2912-3_missing_VoltageSource.net,VoltageSource,V3 N002 0 PWL(0 0 3.3 3.3 25 3.3 28.3 0)
2913-1_missing_VoltageSource.net,VoltageSource,V3 N003 0 PWL(0 0 3.3 3.3 35 3.3 38.3 0 39.3 0 42.3 3.3)
2913-2_missing_Capacitor.net,Capacitor,C1 N011 0 10n
2914-1_missing_VoltageSource.net,VoltageSource,V5 N003 0 PWL(0 0 3.3 3.3 34 3.3 37.3 0 38.3 0 41.6 3.3)
2914-2_missing_VoltageSource.net,VoltageSource,V6 N013 0 PULSE(0 3.3 28.5 1p 1p .1)
2919-25_missing_Resistor.net,Resistor,R3 N005 N003 1.1K
2919-33_missing_Subcircuit.net,Subcircuit,XU1 N002 N004 N006 N008 N010 0 N009 N007 N005 N003 LTC2919-33
2919-50_missing_CurrentSource.net,CurrentSource,I1 N009 0 PWL(0 0 1 0 1.001 1m 2 1m 2.001 -1m 3 -1m 4 -5m 4.001 -5m 5 5m)
2920-1_missing_Subcircuit.net,Subcircuit,XU1 N002 N001 IN 0 OUT1 LT1028
2920-2_missing_Resistor.net,Resistor,R1 OUT1 N001 2.8Meg
2921-2.5_missing_Capacitor.net,Capacitor,C2 N022 0 .22µ
2921-3.3_missing_MOSFET.net,MOSFET,M§Q2 N011 N007 N012 N012 Si2316DS
2921_missing_Resistor.net,Resistor,Rload1 N012 0 70
2922-2.5_missing_Resistor.net,Resistor,R14 N020 N023 100
2922-3.3_missing_Capacitor.net,Capacitor,C10 N021 0 10µ
2922_missing_MOSFET.net,MOSFET,M§Q4 N030 N038 0 0 BSS123
2923_missing_Resistor.net,Resistor,R13 N006 N005 15K
2924_missing_VoltageSource.net,VoltageSource,V2 N007 0 5
2925_missing_Resistor.net,Resistor,R27 N025 0 3K
2926_missing_Resistor.net,Resistor,R12 N014 0 4.02K
2927_missing_VoltageSource.net,VoltageSource,V3 N009 0 1
2930_missing_Capacitor.net,Capacitor,C1 N010 0 1500p
2932_missing_Resistor.net,Resistor,R2 N006 0 47.5K
2934-1_missing_Resistor.net,Resistor,R4 N001 N005 10K
2934-2_missing_Resistor.net,Resistor,R2 N004 0 237K
2935-1_missing_Subcircuit.net,Subcircuit,XU1 0 0 0 0 N003 N002 N004 N001 LTC2935-1
2935-2_missing_Subcircuit.net,Subcircuit,XU1 0 0 0 0 N003 N002 N004 N001 LTC2935-2
2935-3_missing_VoltageSource.net,VoltageSource,V2 N005 0 PWL(0 0 9.499 0 9.5 5 10.5 5 10.501 0)
2935-4_missing_Subcircuit.net,Subcircuit,XU1 0 0 0 0 N003 N002 N004 N001 LTC2935-4
2940_missing_Resistor.net,Resistor,R5 IMON 0 10.0K
2941-1_missing_VoltageSource.net,VoltageSource,Vbatt N001 0 3.7
2941_missing_Subcircuit.net,Subcircuit,XU1 N001 0 N004 N005 N003 N002 LTC2941 B_Reg=60 CD_Reg=32767 EF_Reg=65535 GH_Reg=0 EF_Reg=65535 GH_Reg=0
2942-1_missing_Resistor.net,Resistor,R1 IN N003 10K
2942_missing_Resistor.net,Resistor,R1 IN N003 10K
2943_missing_VoltageSource.net,VoltageSource,V2 N004 0 PULSE(3.75 3.65 1s 1m 1m 3 6)
2945_missing_Capacitor.net,Capacitor,C1 N003 0 .1µ
2946_missing_VoltageSource.net,VoltageSource,V1 SP 0 PWL(0 0 1u 6 1.5 12 3 7 5 14 6 6)
2950-1_missing_VoltageSource.net,VoltageSource,V2 IN 0 PWL(0 0 0.1 6)
2950-2_missing_Subcircuit.net,Subcircuit,XU1 IN N002 N004 0 N003 N001 N005 N003 LTC2950-2
2952_missing_Diode.net,Diode,D1 N010 N013 D
2953-1_missing_Capacitor.net,Capacitor,C2 N008 0 1µ
2953-2_missing_Resistor.net,Resistor,R11 N004 N003 100K
2954-1_missing_VoltageSource.net,VoltageSource,V3 N009 0 PWL(0 0 9.999 0 10 5 11 5 11.001 0)
2954-2_missing_Capacitor.net,Capacitor,C2 N008 0 10n
2955-1_missing_Resistor.net,Resistor,R3 IN N003 2320K
2956-1_missing_Resistor.net,Resistor,R7 N001 N006 10K
2956-2_missing_MOSFET.net,MOSFET,M§Q1 N002 N003 N001 N001 AO6407
2960-1_missing_Subcircuit.net,Subcircuit,XU1 N003 N003 _LOWBAT N002 0 N003 N005 N004 LTC2960-1
2960-2_missing_VoltageSource.net,VoltageSource,Vbat N001 0 PWL(0 0 200 9 400 0 400.001 -3)
2960-3_missing_Capacitor.net,Capacitor,C2 OUT 0 22µ
2960-4_missing_Resistor.net,Resistor,R1 N001 N002 118K
2965_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 20u 0 10m 24.5 20m 0)
2966_missing_Resistor.net,Resistor,R2 N006 N008 100K
2992_missing_CurrentSource.net,CurrentSource,I1 SN1 0 PWL(0 0 1 10)
2995_missing_Resistor.net,Resistor,R4 N008 N009 64.4K
2996_missing_Resistor.net,Resistor,R1 N003 N005 36K
2997_missing_Capacitor.net,Capacitor,C1 N001 N002 470p
2ndOrderBandpass_missing_Resistor.net,Resistor,R2 N003 N002 {R1/2}
2ndOrderComplexzero_missing_Resistor.net,Resistor,R3 2 0 .1
2ndOrderHighpass_missing_Inductor.net,Inductor,L1 N003 0 {L1}
2ndOrderNotch_missing_Resistor.net,Resistor,R1 N002 0 {R1/2}
3007-1.2_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3007-1.5_missing_Resistor.net,Resistor,Rload OUT 0 150
3007-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3007-2.5_missing_Resistor.net,Resistor,Rload OUT 0 250
3007-3.3_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3007-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3007_missing_Subcircuit.net,Subcircuit,XU1 IN OUT OUT 0 IN LT3008
3008-1.2_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3008-1.5_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3008-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3008-2.5_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3008-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3008-5_missing_Resistor.net,Resistor,Rload OUT 0 500
3008_missing_Subcircuit.net,Subcircuit,XU1 IN OUT OUT 0 IN LT3008
3009-1.2_missing_Resistor.net,Resistor,Rload OUT 0 120
3009-1.8_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3009-2.5_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3009-3.3_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3009-5_missing_Subcircuit.net,Subcircuit,XU1 IN OUT MP_01 0 IN LT3009-5
3009_missing_Resistor.net,Resistor,Rload OUT 0 60
3010-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3010_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3011_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3012_missing_Resistor.net,Resistor,R1 OUT N002 750K
3012B_missing_Capacitor.net,Capacitor,C1 OUT 0 3.3µ
3013_missing_Subcircuit.net,Subcircuit,XU1 MP_01 OUT MP_02 N002 0 N003 N004 N001 MP_03 N001 LT3013
3013B_missing_Capacitor.net,Capacitor,C2 0 N004 1000p
3014_missing_Capacitor.net,Capacitor,C1 OUT 0 .47µ
3014B_missing_Capacitor.net,Capacitor,C1 OUT 0 .47µ
3020-1.2_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 10)
3020-1.5_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 10)
3020-1.8_missing_Resistor.net,Resistor,Rload OUT 0 100
3020_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 10)
3021-1.2_missing_Capacitor.net,Capacitor,C1 OUT 0 10µ
3021-1.5_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 10)
3021-1.8_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 10)
3021_missing_Resistor.net,Resistor,R2 N002 0 20K
3022-1.2_missing_Resistor.net,Resistor,Rload OUT 0 10
3022-1.5_missing_Resistor.net,Resistor,Rload OUT 0 10
3022-1.8_missing_Subcircuit.net,Subcircuit,XU1 MP_01 MP_02 OUT MP_03 MP_04 MP_05 OUT MP_06 IN 0 MP_07 IN LT3022-1.8
3022_missing_VoltageSource.net,VoltageSource,V1 IN 0 PWL(0 0 1 10)
3023_missing_Resistor.net,Resistor,R2 N004 0 249K
3024_missing_Resistor.net,Resistor,R4 N005 N007 261K
3025-1_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 5.5)
3025-2_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 5.5)
3025-3_missing_Capacitor.net,Capacitor,C1 OUT 0 1µ
3025-4_missing_VoltageSource.net,VoltageSource,V1 N001 0 PWL(0 0 1 5.5)
3025_missing_Subcircuit.net,Subcircuit,XU1 IN 0 N001 OUT N002 N001 LTC3025
3026-1_missing_Subcircuit.net,Subcircuit,XU1 IN MP_01 0 0 N001 IN N003 N002 OUT LTC3026-1
3026_missing_Capacitor.net,Capacitor,C1 N002 0 4.7µ
3027_missing_Resistor.net,Resistor,R2 N004 0 249K
3028_missing_Capacitor.net,Capacitor,C4 N006 0 10µ
3029_missing_Resistor.net,Resistor,R2 N002 0 237K
3030_missing_Subcircuit.net,Subcircuit,XU1 OUT1 N002 0 N001 IN IN IN IN OUT2 N005 N004 N003 N006 LT3030
3032-5_missing_Resistor.net,Resistor,R5 N002 0 100
3032_missing_Capacitor.net,Capacitor,C1 N002 0 10µ
3033_missing_Resistor.net,Resistor,R3 0 N003 442
3035_missing_Subcircuit.net,Subcircuit,XU1 N002 N004 0 IN OUT N003 IN N001 LTC3035
3042_missing_Capacitor.net,Capacitor,C1 N002 0 4.7µ Rpar=33.2K
3045-1_missing_Resistor.net,Resistor,R2 OutSw N006 140K
3045_missing_Capacitor.net,Capacitor,C2 OUT 0 4.7µ Rser=3m
3048-12_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.3
3048-15_missing_Capacitor.net,Capacitor,C3 OUT 0 1µ Rser=10m
3048-3.3_missing_Inductor.net,Inductor,L1 IN N002 3.3µ Rser=.285
3048-5_missing_VoltageSource.net,VoltageSource,V1 IN 0 3.3
3048_missing_Capacitor.net,Capacitor,C1 N001 0 4.7µ
3050-3.3_missing_Capacitor.net,Capacitor,C3 N004 0 10n
3050-5_missing_Resistor.net,Resistor,R1 N003 0 3K
3050_missing_Resistor.net,Resistor,R2 IN N002 120K
3055_missing_Subcircuit.net,Subcircuit,XU1 IN MP_01 IN N002 N004 N006 NC_02 N005 N008 N007 N003 0 MP_03 N001 OUT LT3055
3060-1.2_missing_Capacitor.net,Capacitor,C2 OUT N001 10n
3060-1.5_missing_Resistor.net,Resistor,Rload OUT 0 15
3060-1.8_missing_Capacitor.net,Capacitor,C1 N002 0 10n
3060-2.5_missing_Resistor.net,Resistor,Rload OUT 0 25
3060-3.3_missing_Subcircuit.net,Subcircuit,XU1 N002 N001 OUT MP_01 IN MP_02 IN 0 LT3060-3.3
3060-3_missing_VoltageSource.net,VoltageSource,V1 IN 0 12
3060-5_missing_Resistor.net,Resistor,Rload OUT 0 50
3060_missing_Resistor.net,Resistor,R2 N001 0 124K
3061_missing_Capacitor.net,Capacitor,C2 OUT 0 10µ Rser=3m
3062_missing_Capacitor.net,Capacitor,C1 N002 0 10n
3063_missing_Resistor.net,Resistor,R2 N001 0 59K
3065_missing_Resistor.net,Resistor,R1 IN N002 500K
3066_missing_Resistor.net,Resistor,Rload OUT 0 30
3070-1_missing_Resistor.net,Resistor,R1 N001 N002 50K
3070_missing_Subcircuit.net,Subcircuit,XU1 0 N001 0 0 N001 N006 N004 N003 IN OUT OUT N001 N005 N002 LT3070
3071_missing_VoltageSource.net,VoltageSource,V1 N001 0 3
3072_missing_VoltageSource.net,VoltageSource,V2 IN 0 1.65
3080-1_missing_VoltageSource.net,VoltageSource,V1 N001 0 6
3080_missing_Resistor.net,Resistor,R2 N002 0 1
