file,ground_truth,removed_line
1825_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
1826_missing_MOSFET.net,MOSFET,MM7 (VOUT1 net9 VSS VSS) nmos4
1827_missing_MOSFET.net,MOSFET,MM6 (net9 net11 VDD VDD) pmos4
1828_missing_Resistor.net,Resistor,RR0 (net1007 net010) resistor
1829_missing_MOSFET.net,MOSFET,MM7 (VOUT1 net9 VSS VSS) nmos4
183_missing_Capacitor.net,Capacitor,C0 (VDD net36) capacitor
1830_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
1831_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1832_missing_MOSFET.net,MOSFET,MM6 (net9 net11 VDD VDD) pmos4
1833_missing_MOSFET.net,MOSFET,MM8 (net9 net9 VSS VSS) nmos4
1834_missing_MOSFET.net,MOSFET,MM10 (net1005 net1006 VDD VDD) pmos4
1835_missing_MOSFET.net,MOSFET,MM10 (net1005 net1006 VDD VDD) pmos4
1836_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1837_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
1838_missing_MOSFET.net,MOSFET,MM3 (net20 VIN1 net16 VSS) nmos4
1839_missing_MOSFET.net,MOSFET,MM10 (net1005 net1006 VDD VDD) pmos4
1840_missing_MOSFET.net,MOSFET,MM3 (net20 VIN1 net16 VSS) nmos4
1841_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
1842_missing_MOSFET.net,MOSFET,MM0 (VB2 VB2 VSS VSS) nmos4
1843_missing_MOSFET.net,MOSFET,MM6 (net9 net11 VDD VDD) pmos4
1844_missing_MOSFET.net,MOSFET,MM3 (net20 VIN1 net16 VSS) nmos4
1845_missing_MOSFET.net,MOSFET,MM1 (net1005 net1005 VSS VSS) nmos4
1846_missing_Resistor.net,Resistor,RR0 (VB2 VSS) resistor
1847_missing_MOSFET.net,MOSFET,MM2 (net11 net11 VDD VDD) pmos4
1848_missing_MOSFET.net,MOSFET,MM9 (net9 net9 VSS VSS) nmos4
1849_missing_MOSFET.net,MOSFET,MM0 (net1004 net1004 VDD VDD) pmos4
1850_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
1851_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 VSS VSS) nmos4
1852_missing_MOSFET.net,MOSFET,MM7 (net9 VIN2 net13 net22) pmos4
1853_missing_MOSFET.net,MOSFET,MM1 (net12 VB2 VDD VDD) pmos4
1854_missing_MOSFET.net,MOSFET,MM0 (net1004 net1004 VDD VDD) pmos4
1855_missing_MOSFET.net,MOSFET,MM6 (net15 VIN1 net13 net22) pmos4
1856_missing_MOSFET.net,MOSFET,MM1 (net7 net1007 VSS VSS) nmos4
1857_missing_MOSFET.net,MOSFET,MM1 (VB1 net1004 VDD VDD) pmos4
1858_missing_MOSFET.net,MOSFET,MM3 (net9 net9 VDD VDD) pmos4
1859_missing_MOSFET.net,MOSFET,MM6 (net15 VIN1 net13 net22) pmos4
186_missing_MOSFET.net,MOSFET,M2 (VOUT1 VB1 VIN1 VSS) nmos4
1860_missing_MOSFET.net,MOSFET,MM6 (net15 VIN1 net13 net22) pmos4
1861_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1862_missing_MOSFET.net,MOSFET,MM5 (net13 net1004 VDD VDD) pmos4
1863_missing_MOSFET.net,MOSFET,MM10 (neta net1007 VSS VSS) nmos4
1864_missing_MOSFET.net,MOSFET,MM4 (net1004 VB1 VSS VSS) nmos4
1865_missing_Resistor.net,Resistor,RR0 (VDD net7) resistor
1866_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
1867_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1868_missing_MOSFET.net,MOSFET,MM2 (net1007 net10 VDD VDD) pmos4
1869_missing_MOSFET.net,MOSFET,MM2 (VB1 net1007 VSS VSS) nmos4
187_missing_MOSFET.net,MOSFET,M0 (VOUT1 VB1 VIN1 VSS) nmos4
1870_missing_MOSFET.net,MOSFET,MM8 (net15 net15 VSS VSS) nmos4
1871_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
1872_missing_MOSFET.net,MOSFET,MM7 (net9 VIN2 net13 net22) pmos4
1873_missing_MOSFET.net,MOSFET,MM2 (VB1 net1007 net15 VSS) nmos4
1874_missing_MOSFET.net,MOSFET,MM9 (net9 net9 VSS VSS) nmos4
1875_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
1876_missing_Resistor.net,Resistor,RR1 (net05 VSS) resistor
1877_missing_MOSFET.net,MOSFET,MM8 (net15 net15 VSS VSS) nmos4
1878_missing_MOSFET.net,MOSFET,MM0 (net1004 VB1 VSS VSS) nmos4
1879_missing_MOSFET.net,MOSFET,MM7 (net9 VIN2 net13 net22) pmos4
188_missing_MOSFET.net,MOSFET,M1 (VIN1 VB2 VSS VSS) nmos4
1880_missing_MOSFET.net,MOSFET,MM8 (net15 net15 VSS VSS) nmos4
1881_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
1882_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net9 VSS VSS) nmos4
1883_missing_MOSFET.net,MOSFET,MM8 (VB1 VB1 VSS VSS) nmos4
1884_missing_MOSFET.net,MOSFET,MM8 (VB1 VB1 VSS VSS) nmos4
1885_missing_MOSFET.net,MOSFET,MM2 (VB1 net1004 VDD VDD) pmos4
1886_missing_MOSFET.net,MOSFET,MM0 (net17 net15 VSS VSS) nmos4
1887_missing_MOSFET.net,MOSFET,MM2 (net17 net17 VDD VDD) pmos4
1888_missing_MOSFET.net,MOSFET,MM10 (net6 net1006 VDD VDD) pmos4
1889_missing_MOSFET.net,MOSFET,MM0 (net1004 net6 VSS VSS) nmos4
189_missing_Resistor.net,Resistor,R0 (VDD net6) resistor
1890_missing_MOSFET.net,MOSFET,MM1 (VB1 VB1 VSS VSS) nmos4
1891_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VDD VDD) pmos4
1892_missing_MOSFET.net,MOSFET,MM1 (VOUT1 VB1 VDD VDD) pmos4
1893_missing_MOSFET.net,MOSFET,MM0 (VB1 VIN2 net16 VSS) nmos4
1894_missing_Resistor.net,Resistor,RR0 (VDD net6) resistor
1895_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
1896_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
1897_missing_MOSFET.net,MOSFET,MM1 (VOUT1 VB1 VDD VDD) pmos4
1898_missing_MOSFET.net,MOSFET,MM2 (net1006 VB2 net15 VSS) nmos4
1899_missing_MOSFET.net,MOSFET,MM1 (VOUT1 VB1 VDD VDD) pmos4
190_missing_Capacitor.net,Capacitor,C0 (net14 VSS) capacitor
1900_missing_MOSFET.net,MOSFET,MM0 (net1004 net1004 VDD VDD) pmos4
1901_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
1902_missing_MOSFET.net,MOSFET,MM10 (net1004 net1007 VSS VSS) nmos4
1903_missing_Resistor.net,Resistor,RR0 (net1007 net010) resistor
1904_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
1905_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1906_missing_Resistor.net,Resistor,RR0 (net15 VSS) resistor
1907_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
1908_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net1004 VDD VDD) pmos4
1909_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net16 VSS) nmos4
191_missing_MOSFET.net,MOSFET,M1 (net18 net18 VSS VSS) nmos4
1910_missing_MOSFET.net,MOSFET,MM0 (net1004 net1004 VDD VDD) pmos4
1911_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
1912_missing_MOSFET.net,MOSFET,MM10 (neta net1007 VSS VSS) nmos4
1913_missing_MOSFET.net,MOSFET,MM4 (net1004 net1005 VSS VSS) nmos4
1914_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1915_missing_MOSFET.net,MOSFET,MM4 (net1004 net1005 VSS VSS) nmos4
1916_missing_MOSFET.net,MOSFET,MM4 (net1004 net1005 VSS VSS) nmos4
1917_missing_MOSFET.net,MOSFET,MM10 (neta net1007 VSS VSS) nmos4
1918_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net1004 VDD VDD) pmos4
1919_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
192_missing_MOSFET.net,MOSFET,M2 (VOUT1 VB1 VDD VDD) pmos4
1920_missing_MOSFET.net,MOSFET,MM2 (net1004 net1004 VDD VDD) pmos4
1921_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net16 VSS) nmos4
1922_missing_MOSFET.net,MOSFET,MM0 (net010 VB1 VSS VSS) nmos4
1923_missing_MOSFET.net,MOSFET,MM0 (net1004 VIN2 net16 VSS) nmos4
1924_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
1925_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net1004 VDD VDD) pmos4
1926_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1927_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VSS VSS) nmos4
1928_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1929_missing_MOSFET.net,MOSFET,MM0 (net1004 net1005 VSS VSS) nmos4
193_missing_Resistor.net,Resistor,R0 (VDD VOUT1) resistor
1930_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1931_missing_MOSFET.net,MOSFET,MM0 (net010 VB1 VSS VSS) nmos4
1932_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
1933_missing_MOSFET.net,MOSFET,MM8 (net6 net6 VSS VSS) nmos4
1934_missing_MOSFET.net,MOSFET,MM1 (net1005 net1005 VSS VSS) nmos4
1935_missing_MOSFET.net,MOSFET,MM5 (net014 net014 VSS VSS) nmos4
1936_missing_Resistor.net,Resistor,RR0 (VDD net6) resistor
1937_missing_MOSFET.net,MOSFET,MM1 (net1005 net1005 VSS VSS) nmos4
1938_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
1939_missing_MOSFET.net,MOSFET,MM6 (net11 net18 net19 VDD) pmos4
194_missing_MOSFET.net,MOSFET,M1 (VB2 net1 VSS VSS) nmos4
1940_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net18 net20 VDD) pmos4
1941_missing_MOSFET.net,MOSFET,MM2 (net1006 net1006 net6 VDD) pmos4
1942_missing_MOSFET.net,MOSFET,MM0 (net12 VB1 VSS VSS) nmos4
1943_missing_MOSFET.net,MOSFET,MM1 (net20 net11 VDD VDD) pmos4
1944_missing_MOSFET.net,MOSFET,MM1 (net20 net11 VDD VDD) pmos4
1945_missing_MOSFET.net,MOSFET,MM2 (net19 net11 VDD VDD) pmos4
1946_missing_MOSFET.net,MOSFET,MM0 (net11 VIN2 net13 VSS) nmos4
1947_missing_MOSFET.net,MOSFET,MM1 (net20 net11 VDD VDD) pmos4
1948_missing_MOSFET.net,MOSFET,MM2 (net19 net11 VDD VDD) pmos4
1949_missing_MOSFET.net,MOSFET,MM4 (net13 net1005 VSS VSS) nmos4
195_missing_MOSFET.net,MOSFET,M1 (VOUT1 VIN1 VDD VDD) pmos4
1950_missing_MOSFET.net,MOSFET,MM1 (net1005 VB1 VDD VDD) pmos4
1951_missing_MOSFET.net,MOSFET,MM1 (net1005 VB1 VDD VDD) pmos4
1952_missing_MOSFET.net,MOSFET,MM3 (VB2 VB2 VDD VDD) pmos4
1953_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
1954_missing_MOSFET.net,MOSFET,MM0 (VB1 VB1 VDD VDD) pmos4
1955_missing_MOSFET.net,MOSFET,MM1 (net1005 VB1 VDD VDD) pmos4
1956_missing_MOSFET.net,MOSFET,MM10 (VB1 net1007 VSS VSS) nmos4
1957_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net13 VSS) nmos4
1958_missing_MOSFET.net,MOSFET,MM1 (net1005 neta VDD VDD) pmos4
1959_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1960_missing_Resistor.net,Resistor,RR0 (net1007 net010) resistor
1961_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
1962_missing_MOSFET.net,MOSFET,MM2 (net19 net11 VDD VDD) pmos4
1963_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 net15 VSS) nmos4
1964_missing_MOSFET.net,MOSFET,MM3 (VB2 VB2 VDD VDD) pmos4
1965_missing_MOSFET.net,MOSFET,MM6 (net11 net18 net19 VDD) pmos4
1966_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net13 VSS) nmos4
1967_missing_MOSFET.net,MOSFET,MM6 (net11 net18 net19 VDD) pmos4
1968_missing_MOSFET.net,MOSFET,MM10 (net1005 net1006 VDD VDD) pmos4
1969_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net13 VSS) nmos4
1970_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1971_missing_MOSFET.net,MOSFET,MM2 (net19 net11 VDD VDD) pmos4
1972_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net13 VSS) nmos4
1973_missing_MOSFET.net,MOSFET,MM2 (net1006 VB2 net15 VSS) nmos4
1974_missing_MOSFET.net,MOSFET,MM0 (VB3 VB2 VSS VSS) nmos4
1975_missing_MOSFET.net,MOSFET,MM0 (net11 VIN2 net13 VSS) nmos4
1976_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
1977_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net13 VSS) nmos4
1978_missing_MOSFET.net,MOSFET,MM4 (net13 net1005 VSS VSS) nmos4
1979_missing_MOSFET.net,MOSFET,MM4 (net13 net1005 VSS VSS) nmos4
198_missing_Resistor.net,Resistor,R2 (VOUT1 net5) resistor
1980_missing_MOSFET.net,MOSFET,MM3 (VOUT1 VIN1 net13 VSS) nmos4
1981_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
1982_missing_MOSFET.net,MOSFET,MM8 (net6 net6 VSS VSS) nmos4
1983_missing_MOSFET.net,MOSFET,MM9 (net20 net13 VSS VSS) nmos4
1984_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
1985_missing_MOSFET.net,MOSFET,MM5 (net11 net1004 VDD VDD) pmos4
1986_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 VSS VSS) nmos4
1987_missing_MOSFET.net,MOSFET,MM0 (net1004 net1004 VDD VDD) pmos4
1988_missing_MOSFET.net,MOSFET,MM8 (net19 net13 VSS VSS) nmos4
1989_missing_MOSFET.net,MOSFET,MM8 (net19 net13 VSS VSS) nmos4
199_missing_MOSFET.net,MOSFET,M1 (VOUT1 VOUT1 VDD VDD) pmos4
1990_missing_MOSFET.net,MOSFET,MM6 (net13 VIN1 net11 net18) pmos4
1991_missing_MOSFET.net,MOSFET,MM0 (net13 net17 net19 VSS) nmos4
1992_missing_Resistor.net,Resistor,RR1 (net05 VSS) resistor
1993_missing_MOSFET.net,MOSFET,MM2 (net1007 net9 VDD VDD) pmos4
1994_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net17 net20 VSS) nmos4
1995_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net17 net20 VSS) nmos4
1996_missing_MOSFET.net,MOSFET,MM0 (net13 net17 net19 VSS) nmos4
1997_missing_MOSFET.net,MOSFET,MM4 (net1004 VB1 VSS VSS) nmos4
1998_missing_MOSFET.net,MOSFET,MM3 (VB2 VB2 VDD VDD) pmos4
1999_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
20_missing_Resistor.net,Resistor,R0 (VOUT1 VSS) resistor
200_missing_Resistor.net,Resistor,R0 (VDD VOUT1) resistor
2000_missing_MOSFET.net,MOSFET,MM0 (net13 net17 net19 VSS) nmos4
2001_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VSS VSS) nmos4
2002_missing_MOSFET.net,MOSFET,MM0 (net13 net17 net19 VSS) nmos4
2003_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
2004_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
2005_missing_MOSFET.net,MOSFET,MM1 (net1007 VB1 VDD VDD) pmos4
2006_missing_MOSFET.net,MOSFET,MM8 (net19 net13 VSS VSS) nmos4
2007_missing_MOSFET.net,MOSFET,MM9 (net20 net13 VSS VSS) nmos4
2008_missing_Resistor.net,Resistor,RR0 (net1007 VSS) resistor
2009_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net17 net20 VSS) nmos4
201_missing_Resistor.net,Resistor,R0 (VDD net03) resistor
2010_missing_MOSFET.net,MOSFET,MM2 (net1007 net1007 VSS VSS) nmos4
2011_missing_MOSFET.net,MOSFET,MM5 (net014 net014 VSS VSS) nmos4
2012_missing_MOSFET.net,MOSFET,MM0 (net13 net17 net19 VSS) nmos4
2013_missing_MOSFET.net,MOSFET,MM1 (VOUT1 net17 net20 VSS) nmos4
2014_missing_MOSFET.net,MOSFET,MM6 (net13 VIN1 net11 net18) pmos4
2015_missing_MOSFET.net,MOSFET,MM0 (net010 VB2 VSS VSS) nmos4
2016_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
2017_missing_MOSFET.net,MOSFET,MM2 (net1006 net1006 net6 VDD) pmos4
2018_missing_MOSFET.net,MOSFET,MM10 (VB1 net1006 VDD VDD) pmos4
2019_missing_MOSFET.net,MOSFET,MM0 (VB2 VB2 VSS VSS) nmos4
202_missing_Resistor.net,Resistor,R2 (VOUT1 net1) resistor
2020_missing_MOSFET.net,MOSFET,MM0 (net1004 VB1 VSS VSS) nmos4
2021_missing_MOSFET.net,MOSFET,MM8 (VB1 VB1 VSS VSS) nmos4
2022_missing_MOSFET.net,MOSFET,MM1 (VB1 VB1 VSS VSS) nmos4
2023_missing_MOSFET.net,MOSFET,MM2 (net1006 net12 VB2 VSS) nmos4
2024_missing_MOSFET.net,MOSFET,MM7 (VOUT1 VIN2 net11 net18) pmos4
2025_missing_MOSFET.net,MOSFET,MM6 (net13 VIN1 net11 net18) pmos4
2026_missing_MOSFET.net,MOSFET,MM9 (net20 net13 VSS VSS) nmos4
2027_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
2028_missing_MOSFET.net,MOSFET,MM9 (net20 net13 VSS VSS) nmos4
2029_missing_MOSFET.net,MOSFET,MM2 (VB1 net1004 VDD VDD) pmos4
203_missing_MOSFET.net,MOSFET,M0 (VOUT1 VIN1 VDD VDD) pmos4
2030_missing_MOSFET.net,MOSFET,MM3 (net011 VIN1 net16 VSS) nmos4
2031_missing_MOSFET.net,MOSFET,MM0 (net07 VIN2 net16 VSS) nmos4
2032_missing_MOSFET.net,MOSFET,MM2 (net07 net07 VDD VDD) pmos4
2033_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
2034_missing_Resistor.net,Resistor,RR0 (VB1 VSS) resistor
2035_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
2036_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net1005 VSS VSS) nmos4
2037_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net1005 VSS VSS) nmos4
2038_missing_MOSFET.net,MOSFET,MM0 (VB2 VB1 VSS VSS) nmos4
2039_missing_MOSFET.net,MOSFET,MM0 (net07 VIN2 net16 VSS) nmos4
204_missing_MOSFET.net,MOSFET,M0 (VOUT1 net07 VDD VDD) pmos4
2040_missing_MOSFET.net,MOSFET,MM10 (VB1 net1007 VSS VSS) nmos4
2041_missing_MOSFET.net,MOSFET,MM1 (net1007 VB2 VDD VDD) pmos4
2042_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
2043_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
2044_missing_MOSFET.net,MOSFET,MM1 (net12 VB2 VDD VDD) pmos4
2045_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net011 VDD VDD) pmos4
2046_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net011 VDD VDD) pmos4
2047_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
2048_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net1005 VSS VSS) nmos4
2049_missing_MOSFET.net,MOSFET,MM10 (neta net1007 VSS VSS) nmos4
205_missing_Resistor.net,Resistor,R0 (VDD VOUT1) resistor
2050_missing_MOSFET.net,MOSFET,MM2 (net1005 net1005 VSS VSS) nmos4
2051_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net1005 VSS VSS) nmos4
2052_missing_MOSFET.net,MOSFET,MM0 (neta neta VDD VDD) pmos4
2053_missing_MOSFET.net,MOSFET,MM6 (VOUT1 net1005 VSS VSS) nmos4
2054_missing_MOSFET.net,MOSFET,MM0 (net12 net1007 VSS VSS) nmos4
2055_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 net15 VSS) nmos4
2056_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
2057_missing_Capacitor.net,Capacitor,CC0 (VOUT1 net011) capacitor
2058_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
2059_missing_Resistor.net,Resistor,RR0 (VB2 net010) resistor
206_missing_Resistor.net,Resistor,R0 (net03 VB1) resistor
2060_missing_MOSFET.net,MOSFET,MM8 (net1005 net1005 VSS VSS) nmos4
2061_missing_MOSFET.net,MOSFET,MM0 (VB1 net1005 VSS VSS) nmos4
2062_missing_MOSFET.net,MOSFET,MM1 (net011 net07 VDD VDD) pmos4
2063_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
2064_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
2065_missing_MOSFET.net,MOSFET,MM3 (net011 VIN1 net16 VSS) nmos4
2066_missing_MOSFET.net,MOSFET,MM5 (VOUT1 net011 VDD VDD) pmos4
2067_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
2068_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
2069_missing_MOSFET.net,MOSFET,MM10 (net6 net1006 VDD VDD) pmos4
207_missing_MOSFET.net,MOSFET,M1 (VOUT1 VB1 VIN1 VSS) nmos4
2070_missing_MOSFET.net,MOSFET,MM2 (net1005 VB1 VDD VDD) pmos4
2071_missing_MOSFET.net,MOSFET,MM4 (net16 net1005 VSS VSS) nmos4
2072_missing_MOSFET.net,MOSFET,MM10 (net38 VIN2 net33 net39) pmos4
2073_missing_MOSFET.net,MOSFET,MM2 (net1007 net10 VDD VDD) pmos4
2074_missing_MOSFET.net,MOSFET,MM1 (VB1 net1004 VDD VDD) pmos4
2075_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VSS VSS) nmos4
2076_missing_MOSFET.net,MOSFET,MM7 (net35 VIN1 net33 net39) pmos4
2077_missing_MOSFET.net,MOSFET,MM0 (net1004 net1004 VDD VDD) pmos4
2078_missing_MOSFET.net,MOSFET,MM12 (VOUT1 net1004 VDD VDD) pmos4
2079_missing_MOSFET.net,MOSFET,MM1 (VB1 net1004 VDD VDD) pmos4
208_missing_MOSFET.net,MOSFET,M1 (VOUT1 VIN1 VSS VSS) nmos4
2080_missing_MOSFET.net,MOSFET,MM1 (net7 net1007 VSS VSS) nmos4
2081_missing_Resistor.net,Resistor,RRF (VDD net1007) resistor
2082_missing_MOSFET.net,MOSFET,MM10 (net38 VIN2 net33 net39) pmos4
2083_missing_Capacitor.net,Capacitor,CC2 (VOUT1 net38) capacitor
2084_missing_MOSFET.net,MOSFET,MM9 (net38 net35 VSS VSS) nmos4
2085_missing_MOSFET.net,MOSFET,MM3 (VB2 VB2 VDD VDD) pmos4
2086_missing_MOSFET.net,MOSFET,MM10 (net38 VIN2 net33 net39) pmos4
2087_missing_Resistor.net,Resistor,RR0 (net1007 VSS) resistor
2088_missing_MOSFET.net,MOSFET,MM11 (net33 net1004 VDD VDD) pmos4
2089_missing_MOSFET.net,MOSFET,MM8 (net35 net35 VSS VSS) nmos4
209_missing_Resistor.net,Resistor,R2 (VSS net04) resistor
2090_missing_MOSFET.net,MOSFET,MM4 (net1004 VB1 VSS VSS) nmos4
2091_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
2092_missing_MOSFET.net,MOSFET,MM10 (net38 VIN2 net33 net39) pmos4
2093_missing_MOSFET.net,MOSFET,MM1 (net1007 VB1 VDD VDD) pmos4
2094_missing_MOSFET.net,MOSFET,MM12 (VOUT1 net1004 VDD VDD) pmos4
2095_missing_MOSFET.net,MOSFET,MM13 (VOUT1 net38 VSS VSS) nmos4
2096_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
2097_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
2098_missing_MOSFET.net,MOSFET,MM4 (net010 VB1 VDD VDD) pmos4
2099_missing_MOSFET.net,MOSFET,MM3 (VB1 VB1 VDD VDD) pmos4
210_missing_Resistor.net,Resistor,R2 (VSS VIN1) resistor
2100_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
2101_missing_MOSFET.net,MOSFET,MM13 (VOUT1 net38 VSS VSS) nmos4
2102_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
2103_missing_MOSFET.net,MOSFET,MM1 (VB2 net1006 VDD VDD) pmos4
2104_missing_Resistor.net,Resistor,RR1 (net1006 VSS) resistor
2105_missing_MOSFET.net,MOSFET,MM13 (VOUT1 net38 VSS VSS) nmos4
2106_missing_MOSFET.net,MOSFET,MM3 (net1006 net1006 VDD VDD) pmos4
2107_missing_MOSFET.net,MOSFET,MM0 (net1004 VB1 VSS VSS) nmos4
2108_missing_MOSFET.net,MOSFET,MM3 (net1004 net1004 VDD VDD) pmos4
2109_missing_MOSFET.net,MOSFET,MM13 (VOUT1 net38 VSS VSS) nmos4
211_missing_Resistor.net,Resistor,R2 (VSS VIN1) resistor
2110_missing_MOSFET.net,MOSFET,MM0 (net1004 net6 VSS VSS) nmos4
2111_missing_MOSFET.net,MOSFET,MM1 (VB1 VB1 VSS VSS) nmos4
2112_missing_MOSFET.net,MOSFET,MM2 (VB1 net1004 VDD VDD) pmos4
2113_missing_MOSFET.net,MOSFET,MM10 (net38 VIN2 net33 net39) pmos4
2114_missing_MOSFET.net,MOSFET,MM7 (net35 VIN1 net33 net39) pmos4
2115_missing_MOSFET.net,MOSFET,MM10 (net6 net1006 VDD VDD) pmos4
2116_missing_MOSFET.net,MOSFET,MM3 (net9 net9 VDD VDD) pmos4
2117_missing_MOSFET.net,MOSFET,MM2 (VB1 VB1 VSS VSS) nmos4
2118_missing_MOSFET.net,MOSFET,MM0 (net1007 net1007 VSS VSS) nmos4
2119_missing_MOSFET.net,MOSFET,MM2 (VB2 net1007 VSS VSS) nmos4
2120_missing_MOSFET.net,MOSFET,MM8 (net12 net12 VSS VSS) nmos4
